user_id,film_id,film_title,genre,duree_visionnee_sec,timestamp
U00302,F004,Interstellar,Science-Fiction,6212,2024-01-05 18:59:34
U00301,F005,Intouchables,Comédie dramatique,69,2024-01-05 20:18:02
U00765,F001,Inception,Science-Fiction,300,2024-01-05 21:14:23
U00238,F007,Avengers Endgame,Action,6699,2024-01-05 23:55:34
U01999,F010,Breaking Bad,Thriller,1460,2024-01-06 00:50:41
U00766,F004,Interstellar,Science-Fiction,2337,2024-01-06 07:08:32
U00124,F006,La La Land,Romance,3903,2024-01-06 07:21:36
U01618,F008,Joker,Drame,1105,2024-01-06 08:15:29
U00786,F001,Inception,Science-Fiction,7496,2024-01-06 11:12:29
U01687,F013,Stranger Things,Fantastique,2088,2024-01-06 12:13:49
U01516,F008,Joker,Drame,1584,2024-01-06 12:24:35
U00493,F010,Breaking Bad,Thriller,171,2024-01-06 15:05:21
U00898,F010,Breaking Bad,Thriller,608,2024-01-06 17:14:43
U01452,F007,Avengers Endgame,Action,5544,2024-01-06 17:15:01
U01520,F007,Avengers Endgame,Action,3073,2024-01-06 18:48:44
U00775,F004,Interstellar,Science-Fiction,6664,2024-01-06 19:11:11
U00327,F008,Joker,Drame,5291,2024-01-06 20:13:37
U00632,F001,Inception,Science-Fiction,4564,2024-01-07 00:36:33
U01643,F001,Inception,Science-Fiction,4992,2024-01-07 01:47:21
U01113,F007,Avengers Endgame,Action,191,2024-01-07 01:56:38
U01889,F005,Intouchables,Comédie dramatique,107,2024-01-07 03:22:22
U00696,F010,Breaking Bad,Thriller,2634,2024-01-07 04:09:50
U00571,F003,Parasite,Thriller,6431,2024-01-07 05:09:46
U01282,F009,The Office,Comédie,375,2024-01-07 07:31:51
U01024,F007,Avengers Endgame,Action,9140,2024-01-07 09:01:46
U00228,F012,Squid Game,Thriller,1397,2024-01-07 09:11:18
U01535,F005,Intouchables,Comédie dramatique,4593,2024-01-07 09:16:05
U00805,F003,Parasite,Thriller,1299,2024-01-07 09:17:24
U00847,F009,The Office,Comédie,194,2024-01-07 11:00:20
U00385,F004,Interstellar,Science-Fiction,1144,2024-01-07 11:32:03
U01716,F001,Inception,Science-Fiction,2837,2024-01-07 11:36:35
U00313,F002,Le Seigneur des Anneaux,Fantasy,4464,2024-01-07 13:24:04
U01084,F006,La La Land,Romance,5554,2024-01-07 14:20:41
U00635,F007,Avengers Endgame,Action,196,2024-01-07 15:09:34
U00630,F010,Breaking Bad,Thriller,2154,2024-01-07 15:18:02
U00086,F001,Inception,Science-Fiction,3211,2024-01-07 15:34:56
U00035,F007,Avengers Endgame,Action,2648,2024-01-07 15:46:50
U00329,F007,Avengers Endgame,Action,1393,2024-01-07 15:48:36
U00730,F002,Le Seigneur des Anneaux,Fantasy,1709,2024-01-07 16:14:24
U01466,F014,The Crown,Drame,2548,2024-01-07 16:59:31
U00481,F003,Parasite,Thriller,4025,2024-01-07 18:47:21
U00396,F007,Avengers Endgame,Action,2616,2024-01-07 21:22:23
U01827,F004,Interstellar,Science-Fiction,6451,2024-01-07 22:59:25
U01481,F012,Squid Game,Thriller,1240,2024-01-07 23:45:39
U01246,F012,Squid Game,Thriller,3161,2024-01-08 00:39:22
U00072,F004,Interstellar,Science-Fiction,4795,2024-01-08 01:25:59
U00768,F010,Breaking Bad,Thriller,1891,2024-01-08 03:22:28
U01963,F006,La La Land,Romance,6421,2024-01-08 05:33:04
U00132,F007,Avengers Endgame,Action,9351,2024-01-08 08:54:43
U01445,F007,Avengers Endgame,Action,6109,2024-01-08 09:07:44
U00525,F004,Interstellar,Science-Fiction,6050,2024-01-08 09:57:45
U00655,F004,Interstellar,Science-Fiction,8132,2024-01-08 11:28:35
U01238,F009,The Office,Comédie,114,2024-01-08 12:47:44
U01451,F013,Stranger Things,Fantastique,2874,2024-01-08 16:24:29
U00086,F001,Inception,Science-Fiction,6042,2024-01-08 16:40:12
U01735,F007,Avengers Endgame,Action,4167,2024-01-08 17:41:48
U00925,F001,Inception,Science-Fiction,6855,2024-01-08 19:08:25
U00174,F001,Inception,Science-Fiction,7842,2024-01-08 19:51:02
U00480,F001,Inception,Science-Fiction,6410,2024-01-08 20:04:08
U01349,F007,Avengers Endgame,Action,3607,2024-01-08 21:12:20
U01850,F009,The Office,Comédie,494,2024-01-09 00:54:59
U01971,F001,Inception,Science-Fiction,3036,2024-01-09 02:07:13
U00402,F001,Inception,Science-Fiction,5268,2024-01-09 03:40:33
U01114,F010,Breaking Bad,Thriller,1602,2024-01-09 05:40:19
U01733,F007,Avengers Endgame,Action,1910,2024-01-09 06:16:42
U00902,F009,The Office,Comédie,358,2024-01-09 06:26:02
U00447,F007,Avengers Endgame,Action,1892,2024-01-09 06:58:12
U01550,F004,Interstellar,Science-Fiction,6470,2024-01-09 07:01:22
U00622,F011,Dark,Science-Fiction,1816,2024-01-09 07:51:56
U00999,F010,Breaking Bad,Thriller,626,2024-01-09 09:00:28
U00586,F012,Squid Game,Thriller,2044,2024-01-09 09:04:44
U00367,F002,Le Seigneur des Anneaux,Fantasy,7416,2024-01-09 09:41:17
U01989,F007,Avengers Endgame,Action,10845,2024-01-09 10:16:40
U01062,F003,Parasite,Thriller,3718,2024-01-09 10:31:08
U01049,F005,Intouchables,Comédie dramatique,73,2024-01-09 10:35:27
U01321,F001,Inception,Science-Fiction,5054,2024-01-09 11:11:32
U00842,F010,Breaking Bad,Thriller,2206,2024-01-09 13:25:52
U00385,F004,Interstellar,Science-Fiction,4682,2024-01-09 14:16:29
U00828,F012,Squid Game,Thriller,1256,2024-01-09 16:08:32
U01795,F005,Intouchables,Comédie dramatique,2977,2024-01-09 16:43:55
U01845,F002,Le Seigneur des Anneaux,Fantasy,257,2024-01-09 16:54:20
U00095,F001,Inception,Science-Fiction,6999,2024-01-09 17:31:52
U01045,F010,Breaking Bad,Thriller,1807,2024-01-09 18:23:38
U00458,F004,Interstellar,Science-Fiction,1277,2024-01-09 18:57:44
U01166,F008,Joker,Drame,5326,2024-01-09 19:45:40
U01910,F008,Joker,Drame,4889,2024-01-09 19:54:22
U01786,F010,Breaking Bad,Thriller,1541,2024-01-09 20:53:22
U01064,F006,La La Land,Romance,6788,2024-01-09 21:29:36
U01101,F003,Parasite,Thriller,6760,2024-01-09 21:36:32
U01627,F013,Stranger Things,Fantastique,1903,2024-01-09 22:04:02
U00308,F010,Breaking Bad,Thriller,1078,2024-01-09 22:37:24
U00996,F006,La La Land,Romance,475,2024-01-09 23:37:53
U01055,F007,Avengers Endgame,Action,9534,2024-01-10 00:01:07
U00042,F001,Inception,Science-Fiction,5450,2024-01-10 00:37:29
U00543,F008,Joker,Drame,5340,2024-01-10 02:03:23
U00626,F012,Squid Game,Thriller,2106,2024-01-10 04:34:06
U00892,F009,The Office,Comédie,817,2024-01-10 05:23:36
U01415,F004,Interstellar,Science-Fiction,7806,2024-01-10 05:38:17
U01852,F006,La La Land,Romance,1830,2024-01-10 06:32:20
U01816,F012,Squid Game,Thriller,144,2024-01-10 07:42:15
U01879,F004,Interstellar,Science-Fiction,1390,2024-01-10 07:56:46
U01779,F012,Squid Game,Thriller,2468,2024-01-10 08:21:08
U00051,F007,Avengers Endgame,Action,8501,2024-01-10 08:59:58
U01194,F001,Inception,Science-Fiction,160,2024-01-10 11:01:35
U00577,F010,Breaking Bad,Thriller,847,2024-01-10 11:32:40
U01804,F010,Breaking Bad,Thriller,994,2024-01-10 12:20:03
U00095,F006,La La Land,Romance,296,2024-01-10 12:33:35
U01903,F010,Breaking Bad,Thriller,2524,2024-01-10 12:49:15
U01641,F005,Intouchables,Comédie dramatique,130,2024-01-10 15:03:39
U01996,F008,Joker,Drame,1513,2024-01-10 16:26:04
U00309,F012,Squid Game,Thriller,1182,2024-01-10 16:36:12
U00420,F002,Le Seigneur des Anneaux,Fantasy,403,2024-01-10 17:05:01
U01285,F003,Parasite,Thriller,5757,2024-01-10 19:54:11
U01330,F007,Avengers Endgame,Action,5757,2024-01-10 19:58:25
U01463,F011,Dark,Science-Fiction,266,2024-01-10 20:43:45
U00636,F012,Squid Game,Thriller,3186,2024-01-10 22:15:08
U00510,F010,Breaking Bad,Thriller,2229,2024-01-10 22:48:19
U01734,F001,Inception,Science-Fiction,5719,2024-01-10 23:02:01
U00315,F004,Interstellar,Science-Fiction,7994,2024-01-11 01:29:50
U01515,F007,Avengers Endgame,Action,10468,2024-01-11 01:40:58
U00074,F011,Dark,Science-Fiction,177,2024-01-11 01:46:58
U00684,F014,The Crown,Drame,1825,2024-01-11 02:18:29
U00446,F011,Dark,Science-Fiction,1600,2024-01-11 02:19:18
U01159,F007,Avengers Endgame,Action,1773,2024-01-11 02:55:28
U00009,F013,Stranger Things,Fantastique,331,2024-01-11 04:38:17
U01692,F001,Inception,Science-Fiction,6682,2024-01-11 05:41:07
U00196,F001,Inception,Science-Fiction,4880,2024-01-11 05:44:19
U01949,F002,Le Seigneur des Anneaux,Fantasy,97,2024-01-11 06:27:53
U01632,F013,Stranger Things,Fantastique,2728,2024-01-11 08:22:10
U00338,F004,Interstellar,Science-Fiction,8676,2024-01-11 09:01:43
U00834,F010,Breaking Bad,Thriller,200,2024-01-11 09:26:29
U00214,F010,Breaking Bad,Thriller,1300,2024-01-11 10:09:10
U01319,F011,Dark,Science-Fiction,1196,2024-01-11 10:13:15
U00807,F007,Avengers Endgame,Action,5104,2024-01-11 10:41:29
U00773,F001,Inception,Science-Fiction,8653,2024-01-11 12:17:26
U00056,F013,Stranger Things,Fantastique,2797,2024-01-11 12:36:33
U01812,F008,Joker,Drame,6934,2024-01-11 14:10:13
U00591,F010,Breaking Bad,Thriller,108,2024-01-11 14:32:01
U01086,F008,Joker,Drame,1925,2024-01-11 15:30:28
U00018,F011,Dark,Science-Fiction,732,2024-01-11 16:08:48
U00221,F002,Le Seigneur des Anneaux,Fantasy,10019,2024-01-11 16:41:25
U01248,F015,Notre-Dame en Flammes,Documentaire,3241,2024-01-11 18:15:52
U00818,F004,Interstellar,Science-Fiction,98,2024-01-11 18:54:00
U01952,F012,Squid Game,Thriller,2530,2024-01-11 19:15:48
U00723,F011,Dark,Science-Fiction,425,2024-01-11 22:20:56
U00065,F012,Squid Game,Thriller,2210,2024-01-11 23:21:19
U01586,F004,Interstellar,Science-Fiction,9748,2024-01-12 02:09:12
U01567,F008,Joker,Drame,1240,2024-01-12 03:38:27
U00590,F006,La La Land,Romance,4307,2024-01-12 05:04:57
U00028,F012,Squid Game,Thriller,268,2024-01-12 05:23:48
U00652,F007,Avengers Endgame,Action,4266,2024-01-12 05:25:39
U01010,F006,La La Land,Romance,5700,2024-01-12 05:37:13
U00278,F011,Dark,Science-Fiction,2514,2024-01-12 05:48:59
U01234,F004,Interstellar,Science-Fiction,8475,2024-01-12 06:22:07
U00966,F002,Le Seigneur des Anneaux,Fantasy,3402,2024-01-12 06:51:40
U01204,F013,Stranger Things,Fantastique,1019,2024-01-12 08:42:53
U01585,F011,Dark,Science-Fiction,671,2024-01-12 10:50:38
U00313,F003,Parasite,Thriller,1188,2024-01-12 10:56:15
U00256,F007,Avengers Endgame,Action,380,2024-01-12 11:32:39
U00425,F008,Joker,Drame,4576,2024-01-12 11:46:47
U01293,F008,Joker,Drame,3989,2024-01-12 12:41:22
U00514,F007,Avengers Endgame,Action,1402,2024-01-12 13:02:35
U00981,F015,Notre-Dame en Flammes,Documentaire,4139,2024-01-12 13:39:16
U01078,F003,Parasite,Thriller,4072,2024-01-12 14:46:08
U00618,F015,Notre-Dame en Flammes,Documentaire,3075,2024-01-12 15:20:02
U00748,F012,Squid Game,Thriller,113,2024-01-12 15:26:06
U01348,F011,Dark,Science-Fiction,337,2024-01-12 15:30:19
U01192,F001,Inception,Science-Fiction,5735,2024-01-12 17:21:05
U01616,F012,Squid Game,Thriller,1298,2024-01-12 18:04:55
U01883,F008,Joker,Drame,7057,2024-01-12 19:02:47
U00562,F008,Joker,Drame,7182,2024-01-12 19:35:43
U01267,F007,Avengers Endgame,Action,1496,2024-01-12 20:03:58
U00485,F014,The Crown,Drame,2289,2024-01-12 20:31:42
U01168,F015,Notre-Dame en Flammes,Documentaire,2939,2024-01-12 21:27:01
U00893,F005,Intouchables,Comédie dramatique,3377,2024-01-12 21:28:12
U01598,F004,Interstellar,Science-Fiction,4065,2024-01-12 22:03:37
U00835,F009,The Office,Comédie,135,2024-01-12 23:19:14
U01721,F007,Avengers Endgame,Action,4931,2024-01-12 23:38:33
U00198,F014,The Crown,Drame,333,2024-01-13 01:50:57
U00332,F006,La La Land,Romance,3953,2024-01-13 03:05:05
U00080,F001,Inception,Science-Fiction,8247,2024-01-13 04:11:28
U00321,F005,Intouchables,Comédie dramatique,500,2024-01-13 04:28:41
U01607,F005,Intouchables,Comédie dramatique,5410,2024-01-13 05:23:40
U00900,F009,The Office,Comédie,395,2024-01-13 07:55:05
U01135,F013,Stranger Things,Fantastique,1363,2024-01-13 10:28:07
U00318,F004,Interstellar,Science-Fiction,5814,2024-01-13 12:17:13
U00382,F009,The Office,Comédie,236,2024-01-13 13:30:37
U00472,F005,Intouchables,Comédie dramatique,4524,2024-01-13 14:08:55
U01558,F001,Inception,Science-Fiction,3552,2024-01-13 14:33:48
U01157,F001,Inception,Science-Fiction,7342,2024-01-13 15:00:31
U01084,F002,Le Seigneur des Anneaux,Fantasy,4177,2024-01-13 15:55:22
U01348,F005,Intouchables,Comédie dramatique,3474,2024-01-13 16:30:07
U00203,F012,Squid Game,Thriller,2222,2024-01-13 16:56:16
U01860,F001,Inception,Science-Fiction,7314,2024-01-13 17:51:12
U00110,F012,Squid Game,Thriller,52,2024-01-13 17:58:46
U00667,F003,Parasite,Thriller,874,2024-01-13 19:17:08
U00855,F013,Stranger Things,Fantastique,1414,2024-01-13 19:23:57
U01580,F015,Notre-Dame en Flammes,Documentaire,2138,2024-01-13 19:37:38
U01036,F004,Interstellar,Science-Fiction,697,2024-01-13 19:38:26
U01957,F006,La La Land,Romance,178,2024-01-13 21:07:40
U01286,F009,The Office,Comédie,525,2024-01-13 22:58:47
U00718,F009,The Office,Comédie,75,2024-01-13 23:25:18
U00091,F001,Inception,Science-Fiction,4430,2024-01-14 01:21:58
U00050,F003,Parasite,Thriller,2862,2024-01-14 01:52:02
U00618,F001,Inception,Science-Fiction,6465,2024-01-14 02:50:02
U00387,F012,Squid Game,Thriller,2599,2024-01-14 04:12:52
U00247,F007,Avengers Endgame,Action,185,2024-01-14 05:40:53
U00346,F002,Le Seigneur des Anneaux,Fantasy,9276,2024-01-14 06:36:19
U00778,F011,Dark,Science-Fiction,1261,2024-01-14 08:05:31
U01392,F002,Le Seigneur des Anneaux,Fantasy,254,2024-01-14 12:20:59
U00141,F012,Squid Game,Thriller,1806,2024-01-14 13:52:07
U00548,F003,Parasite,Thriller,4678,2024-01-14 16:23:31
U00859,F001,Inception,Science-Fiction,4862,2024-01-14 18:22:51
U01103,F001,Inception,Science-Fiction,5019,2024-01-14 19:05:09
U01939,F002,Le Seigneur des Anneaux,Fantasy,6192,2024-01-14 19:49:00
U01724,F007,Avengers Endgame,Action,10588,2024-01-14 20:09:11
U01044,F008,Joker,Drame,6821,2024-01-14 20:57:22
U00922,F004,Interstellar,Science-Fiction,4065,2024-01-14 23:22:06
U01871,F005,Intouchables,Comédie dramatique,4890,2024-01-15 01:14:27
U00626,F001,Inception,Science-Fiction,169,2024-01-15 01:29:40
U01060,F008,Joker,Drame,7274,2024-01-15 02:16:41
U00004,F007,Avengers Endgame,Action,6113,2024-01-15 03:08:01
U00219,F007,Avengers Endgame,Action,5886,2024-01-15 04:19:55
U00822,F008,Joker,Drame,6471,2024-01-15 05:10:42
U00816,F015,Notre-Dame en Flammes,Documentaire,3737,2024-01-15 05:19:49
U00533,F004,Interstellar,Science-Fiction,6554,2024-01-15 05:34:30
U00921,F012,Squid Game,Thriller,1999,2024-01-15 06:21:30
U01377,F012,Squid Game,Thriller,1248,2024-01-15 08:18:52
U01868,F007,Avengers Endgame,Action,236,2024-01-15 08:56:28
U00048,F005,Intouchables,Comédie dramatique,2780,2024-01-15 10:02:29
U00690,F007,Avengers Endgame,Action,6489,2024-01-15 11:35:23
U00828,F001,Inception,Science-Fiction,2346,2024-01-15 12:10:25
U01890,F001,Inception,Science-Fiction,5377,2024-01-15 12:45:48
U01697,F004,Interstellar,Science-Fiction,5909,2024-01-15 13:16:39
U01704,F010,Breaking Bad,Thriller,2046,2024-01-15 13:54:26
U00704,F010,Breaking Bad,Thriller,2162,2024-01-15 16:05:07
U00608,F003,Parasite,Thriller,2929,2024-01-15 17:18:58
U01988,F001,Inception,Science-Fiction,4794,2024-01-15 19:40:47
U01797,F015,Notre-Dame en Flammes,Documentaire,1387,2024-01-15 20:34:58
U01464,F009,The Office,Comédie,800,2024-01-15 21:00:41
U01476,F002,Le Seigneur des Anneaux,Fantasy,8374,2024-01-15 22:11:37
U00687,F007,Avengers Endgame,Action,3202,2024-01-15 22:23:39
U00922,F013,Stranger Things,Fantastique,2769,2024-01-16 00:30:02
U00305,F012,Squid Game,Thriller,1574,2024-01-16 01:24:08
U01005,F007,Avengers Endgame,Action,1759,2024-01-16 01:45:39
U01739,F001,Inception,Science-Fiction,144,2024-01-16 03:25:35
U01220,F004,Interstellar,Science-Fiction,77,2024-01-16 03:38:03
U00351,F003,Parasite,Thriller,5155,2024-01-16 04:21:05
U01383,F011,Dark,Science-Fiction,2270,2024-01-16 04:40:54
U00444,F002,Le Seigneur des Anneaux,Fantasy,7189,2024-01-16 05:28:27
U00214,F007,Avengers Endgame,Action,98,2024-01-16 06:51:46
U00234,F012,Squid Game,Thriller,1177,2024-01-16 07:01:39
U01532,F014,The Crown,Drame,3033,2024-01-16 08:41:02
U01893,F002,Le Seigneur des Anneaux,Fantasy,279,2024-01-16 09:01:48
U01980,F007,Avengers Endgame,Action,5636,2024-01-16 10:31:09
U01800,F012,Squid Game,Thriller,3053,2024-01-16 10:53:02
U01370,F004,Interstellar,Science-Fiction,2297,2024-01-16 11:40:58
U01663,F005,Intouchables,Comédie dramatique,6508,2024-01-16 11:57:18
U01347,F005,Intouchables,Comédie dramatique,3074,2024-01-16 13:17:38
U00296,F003,Parasite,Thriller,6008,2024-01-16 15:12:10
U01783,F010,Breaking Bad,Thriller,175,2024-01-16 15:12:57
U01746,F006,La La Land,Romance,178,2024-01-16 15:27:24
U00407,F007,Avengers Endgame,Action,4065,2024-01-16 15:45:39
U00606,F004,Interstellar,Science-Fiction,134,2024-01-16 16:11:03
U01443,F007,Avengers Endgame,Action,8752,2024-01-16 16:20:21
U01451,F001,Inception,Science-Fiction,8773,2024-01-16 18:54:53
U00817,F005,Intouchables,Comédie dramatique,1512,2024-01-16 19:16:34
U00896,F009,The Office,Comédie,1178,2024-01-16 19:32:21
U00014,F014,The Crown,Drame,437,2024-01-16 19:41:47
U01824,F007,Avengers Endgame,Action,9297,2024-01-16 21:01:52
U00033,F004,Interstellar,Science-Fiction,8109,2024-01-16 21:14:33
U00830,F014,The Crown,Drame,2290,2024-01-16 21:43:11
